Date,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,Predicted,Actual
2022-05-19,135.18124389648438,135.41746520996094,140.85031127929688,138.1437225341797,138.3011932373047,141.5097198486328,147.27719116210938,146.48980712890625,146.3618927001953,148.8223876953125,143.08445739746094,143.83242797851562,146.3618927001953,145.62371826171875,140.38771057128906,134.96470642089844,129.79762268066406,130.66371154785156,133.29156494140625,128.00634765625,129.48269653320312,133.724609375,133.2128448486328,136.0867156982422,139.42318725585938,139.42318725585938,135.26983642578125,137.03158569335938,134.5612030029297,136.73629760742188,139.3247833251953,140.6632843017578,144.03915405273438,144.71824645996094,142.58251953125,143.55686950683594,143.19273376464844,146.1256561279297,147.798828125,144.7477569580078,148.61570739746094,150.6234893798828,152.8970184326172,151.6569061279297,150.53492736816406,149.20623779296875,154.3142852783203,154.86546325683594,159.9439697265625,158.95974731445312,157.48342895507812,163.50682067871094,163.1918487548828,162.96519470214844,162.4921112060547,162.5413818359375,166.79910278320312,166.0598907470703,169.61785888671875,170.69210815429688,168.06712341308594,170.534423828125
2022-05-20,135.41746520996094,140.85031127929688,138.1437225341797,138.3011932373047,141.5097198486328,147.27719116210938,146.48980712890625,146.3618927001953,148.8223876953125,143.08445739746094,143.83242797851562,146.3618927001953,145.62371826171875,140.38771057128906,134.96470642089844,129.79762268066406,130.66371154785156,133.29156494140625,128.00634765625,129.48269653320312,133.724609375,133.2128448486328,136.0867156982422,139.42318725585938,139.42318725585938,135.26983642578125,137.03158569335938,134.5612030029297,136.73629760742188,139.3247833251953,140.6632843017578,144.03915405273438,144.71824645996094,142.58251953125,143.55686950683594,143.19273376464844,146.1256561279297,147.798828125,144.7477569580078,148.61570739746094,150.6234893798828,152.8970184326172,151.6569061279297,150.53492736816406,149.20623779296875,154.3142852783203,154.86546325683594,159.9439697265625,158.95974731445312,157.48342895507812,163.50682067871094,163.1918487548828,162.96519470214844,162.4921112060547,162.5413818359375,166.79910278320312,166.0598907470703,169.61785888671875,170.69210815429688,170.534423828125,169.2564239501953,172.032470703125
2022-05-23,140.85031127929688,138.1437225341797,138.3011932373047,141.5097198486328,147.27719116210938,146.48980712890625,146.3618927001953,148.8223876953125,143.08445739746094,143.83242797851562,146.3618927001953,145.62371826171875,140.38771057128906,134.96470642089844,129.79762268066406,130.66371154785156,133.29156494140625,128.00634765625,129.48269653320312,133.724609375,133.2128448486328,136.0867156982422,139.42318725585938,139.42318725585938,135.26983642578125,137.03158569335938,134.5612030029297,136.73629760742188,139.3247833251953,140.6632843017578,144.03915405273438,144.71824645996094,142.58251953125,143.55686950683594,143.19273376464844,146.1256561279297,147.798828125,144.7477569580078,148.61570739746094,150.6234893798828,152.8970184326172,151.6569061279297,150.53492736816406,149.20623779296875,154.3142852783203,154.86546325683594,159.9439697265625,158.95974731445312,157.48342895507812,163.50682067871094,163.1918487548828,162.96519470214844,162.4921112060547,162.5413818359375,166.79910278320312,166.0598907470703,169.61785888671875,170.69210815429688,170.534423828125,172.032470703125,170.495849609375,171.63824462890625
2022-05-24,138.1437225341797,138.3011932373047,141.5097198486328,147.27719116210938,146.48980712890625,146.3618927001953,148.8223876953125,143.08445739746094,143.83242797851562,146.3618927001953,145.62371826171875,140.38771057128906,134.96470642089844,129.79762268066406,130.66371154785156,133.29156494140625,128.00634765625,129.48269653320312,133.724609375,133.2128448486328,136.0867156982422,139.42318725585938,139.42318725585938,135.26983642578125,137.03158569335938,134.5612030029297,136.73629760742188,139.3247833251953,140.6632843017578,144.03915405273438,144.71824645996094,142.58251953125,143.55686950683594,143.19273376464844,146.1256561279297,147.798828125,144.7477569580078,148.61570739746094,150.6234893798828,152.8970184326172,151.6569061279297,150.53492736816406,149.20623779296875,154.3142852783203,154.86546325683594,159.9439697265625,158.95974731445312,157.48342895507812,163.50682067871094,163.1918487548828,162.96519470214844,162.4921112060547,162.5413818359375,166.79910278320312,166.0598907470703,169.61785888671875,170.69210815429688,170.534423828125,172.032470703125,171.63824462890625,171.371337890625,169.0462188720703
2022-05-25,138.3011932373047,141.5097198486328,147.27719116210938,146.48980712890625,146.3618927001953,148.8223876953125,143.08445739746094,143.83242797851562,146.3618927001953,145.62371826171875,140.38771057128906,134.96470642089844,129.79762268066406,130.66371154785156,133.29156494140625,128.00634765625,129.48269653320312,133.724609375,133.2128448486328,136.0867156982422,139.42318725585938,139.42318725585938,135.26983642578125,137.03158569335938,134.5612030029297,136.73629760742188,139.3247833251953,140.6632843017578,144.03915405273438,144.71824645996094,142.58251953125,143.55686950683594,143.19273376464844,146.1256561279297,147.798828125,144.7477569580078,148.61570739746094,150.6234893798828,152.8970184326172,151.6569061279297,150.53492736816406,149.20623779296875,154.3142852783203,154.86546325683594,159.9439697265625,158.95974731445312,157.48342895507812,163.50682067871094,163.1918487548828,162.96519470214844,162.4921112060547,162.5413818359375,166.79910278320312,166.0598907470703,169.61785888671875,170.69210815429688,170.534423828125,172.032470703125,171.63824462890625,169.0462188720703,171.56878662109375,165.15316772460938
2022-05-26,141.5097198486328,147.27719116210938,146.48980712890625,146.3618927001953,148.8223876953125,143.08445739746094,143.83242797851562,146.3618927001953,145.62371826171875,140.38771057128906,134.96470642089844,129.79762268066406,130.66371154785156,133.29156494140625,128.00634765625,129.48269653320312,133.724609375,133.2128448486328,136.0867156982422,139.42318725585938,139.42318725585938,135.26983642578125,137.03158569335938,134.5612030029297,136.73629760742188,139.3247833251953,140.6632843017578,144.03915405273438,144.71824645996094,142.58251953125,143.55686950683594,143.19273376464844,146.1256561279297,147.798828125,144.7477569580078,148.61570739746094,150.6234893798828,152.8970184326172,151.6569061279297,150.53492736816406,149.20623779296875,154.3142852783203,154.86546325683594,159.9439697265625,158.95974731445312,157.48342895507812,163.50682067871094,163.1918487548828,162.96519470214844,162.4921112060547,162.5413818359375,166.79910278320312,166.0598907470703,169.61785888671875,170.69210815429688,170.534423828125,172.032470703125,171.63824462890625,169.0462188720703,165.15316772460938,170.85275268554688,164.8180694580078
2022-05-27,147.27719116210938,146.48980712890625,146.3618927001953,148.8223876953125,143.08445739746094,143.83242797851562,146.3618927001953,145.62371826171875,140.38771057128906,134.96470642089844,129.79762268066406,130.66371154785156,133.29156494140625,128.00634765625,129.48269653320312,133.724609375,133.2128448486328,136.0867156982422,139.42318725585938,139.42318725585938,135.26983642578125,137.03158569335938,134.5612030029297,136.73629760742188,139.3247833251953,140.6632843017578,144.03915405273438,144.71824645996094,142.58251953125,143.55686950683594,143.19273376464844,146.1256561279297,147.798828125,144.7477569580078,148.61570739746094,150.6234893798828,152.8970184326172,151.6569061279297,150.53492736816406,149.20623779296875,154.3142852783203,154.86546325683594,159.9439697265625,158.95974731445312,157.48342895507812,163.50682067871094,163.1918487548828,162.96519470214844,162.4921112060547,162.5413818359375,166.79910278320312,166.0598907470703,169.61785888671875,170.69210815429688,170.534423828125,172.032470703125,171.63824462890625,169.0462188720703,165.15316772460938,164.8180694580078,169.87339782714844,165.11370849609375
2022-05-31,146.48980712890625,146.3618927001953,148.8223876953125,143.08445739746094,143.83242797851562,146.3618927001953,145.62371826171875,140.38771057128906,134.96470642089844,129.79762268066406,130.66371154785156,133.29156494140625,128.00634765625,129.48269653320312,133.724609375,133.2128448486328,136.0867156982422,139.42318725585938,139.42318725585938,135.26983642578125,137.03158569335938,134.5612030029297,136.73629760742188,139.3247833251953,140.6632843017578,144.03915405273438,144.71824645996094,142.58251953125,143.55686950683594,143.19273376464844,146.1256561279297,147.798828125,144.7477569580078,148.61570739746094,150.6234893798828,152.8970184326172,151.6569061279297,150.53492736816406,149.20623779296875,154.3142852783203,154.86546325683594,159.9439697265625,158.95974731445312,157.48342895507812,163.50682067871094,163.1918487548828,162.96519470214844,162.4921112060547,162.5413818359375,166.79910278320312,166.0598907470703,169.61785888671875,170.69210815429688,170.534423828125,172.032470703125,171.63824462890625,169.0462188720703,165.15316772460938,164.8180694580078,165.11370849609375,168.99620056152344,167.57769775390625
2022-06-01,146.3618927001953,148.8223876953125,143.08445739746094,143.83242797851562,146.3618927001953,145.62371826171875,140.38771057128906,134.96470642089844,129.79762268066406,130.66371154785156,133.29156494140625,128.00634765625,129.48269653320312,133.724609375,133.2128448486328,136.0867156982422,139.42318725585938,139.42318725585938,135.26983642578125,137.03158569335938,134.5612030029297,136.73629760742188,139.3247833251953,140.6632843017578,144.03915405273438,144.71824645996094,142.58251953125,143.55686950683594,143.19273376464844,146.1256561279297,147.798828125,144.7477569580078,148.61570739746094,150.6234893798828,152.8970184326172,151.6569061279297,150.53492736816406,149.20623779296875,154.3142852783203,154.86546325683594,159.9439697265625,158.95974731445312,157.48342895507812,163.50682067871094,163.1918487548828,162.96519470214844,162.4921112060547,162.5413818359375,166.79910278320312,166.0598907470703,169.61785888671875,170.69210815429688,170.534423828125,172.032470703125,171.63824462890625,169.0462188720703,165.15316772460938,164.8180694580078,165.11370849609375,167.57769775390625,168.7075958251953,161.2601318359375
2022-06-02,148.8223876953125,143.08445739746094,143.83242797851562,146.3618927001953,145.62371826171875,140.38771057128906,134.96470642089844,129.79762268066406,130.66371154785156,133.29156494140625,128.00634765625,129.48269653320312,133.724609375,133.2128448486328,136.0867156982422,139.42318725585938,139.42318725585938,135.26983642578125,137.03158569335938,134.5612030029297,136.73629760742188,139.3247833251953,140.6632843017578,144.03915405273438,144.71824645996094,142.58251953125,143.55686950683594,143.19273376464844,146.1256561279297,147.798828125,144.7477569580078,148.61570739746094,150.6234893798828,152.8970184326172,151.6569061279297,150.53492736816406,149.20623779296875,154.3142852783203,154.86546325683594,159.9439697265625,158.95974731445312,157.48342895507812,163.50682067871094,163.1918487548828,162.96519470214844,162.4921112060547,162.5413818359375,166.79910278320312,166.0598907470703,169.61785888671875,170.69210815429688,170.534423828125,172.032470703125,171.63824462890625,169.0462188720703,165.15316772460938,164.8180694580078,165.11370849609375,167.57769775390625,161.2601318359375,167.64370727539062,159.05242919921875
